@RELATION teste

@ATTRIBUTE DC0 REAL
@ATTRIBUTE DC1 REAL
@ATTRIBUTE DC2 REAL
@ATTRIBUTE DC3 REAL
@ATTRIBUTE DC4 REAL
@ATTRIBUTE DC5 REAL
@ATTRIBUTE DC6 REAL
@ATTRIBUTE DC7 REAL
@ATTRIBUTE DC8 REAL
@ATTRIBUTE DC9 REAL
@ATTRIBUTE classe {money-fx,trade,interest,corn,earn,ship,wheat,grain,acq,crude}

@data
1026.6109292229457,940.2037013328547,905.0546944798419,497.44949492385655,6340.323256743302,454.44361586449867,498.0642528830994,911.714867708101,2623.068241582746,1077.7880125516335,crude
1027.066210134478,940.9070092203586,905.2242816009743,497.080476381843,6340.260404746796,458.92700944703614,497.8282836480868,911.6013383052923,2622.3180585123537,1079.3655543883176,crude
1023.4686121225213,935.1229865637995,899.9155515935926,489.19116917622296,6328.863958089161,457.55327558657035,488.063520456098,902.3026099929003,2615.854544885858,1073.7648718411308,crude
1024.4803560830242,934.7603971071945,902.6438943459375,492.26415672888476,6330.973147944951,454.9274667460737,492.0833262771662,905.5727469397475,2613.247596382708,1069.8182088560654,crude
1026.1846812343283,939.3710661926947,904.357783180971,496.0030241843289,6340.0921128955215,455.9298191608002,496.68803086041845,910.188442027254,2621.8855810275168,1074.7874208419078,crude
1025.6939114570193,938.6144043216043,904.3074698353431,496.12699986999297,6337.5284614745515,457.3018696659789,496.24590678412653,910.1494382792312,2619.8998072445443,1077.1262692925097,crude
1025.886445957836,938.3485493141661,904.1874805592036,496.29527501276897,6338.565452844989,458.61312672011474,496.6678970901985,910.2159084524945,2621.3534671997213,1079.7333004033912,crude
1027.1587024408643,940.0148934990339,905.2585266099403,496.9154857719771,6340.438943795611,452.831094338717,497.03420405440914,910.7793366123323,2622.8942029750265,1078.069571038901,crude
1026.9050589027206,940.1813654822138,905.0359108897281,497.54999748768967,6339.863484334659,458.12989424397966,498.0642528830994,911.7916428658468,2620.5753185130934,1078.9008295482954,crude
1027.3470689109888,940.5365489974326,905.4137175899203,497.02112631154824,6339.640289480153,459.1219881469412,497.4695970609661,911.3330894903356,2622.618348139889,1081.4393186859816,crude
1025.9385946536956,938.6847181029422,904.6236786642278,497.0915408654627,6340.180991107431,445.0988654220543,497.4374332516603,910.8259987505846,2621.9879862425,1073.3662003249403,crude
1026.6708333248782,939.6701548947907,905.1370062040331,497.6092844792991,6340.454400119916,452.6079981617647,498.1375312100063,911.8645732782911,2622.754277472444,1078.3654297129522,crude
1026.1866301994,939.2007240201639,904.5125759214186,497.3359025849632,6340.293999492453,445.32684626013736,498.083326362166,911.4598180940287,2622.107549281684,1073.8677758457975,crude
1026.6752164146167,940.0069148681833,904.0409282770332,497.1518882595137,6340.192347239948,459.3245040273815,497.70875017423594,911.3660077049176,2621.0351008714097,1081.6593733703785,crude
1024.697028394247,936.3274000049341,903.6791466001636,495.94757787492017,6338.592036091296,454.2829514740785,496.75748610363183,909.2689371137673,2616.2138674045746,1068.5696046584892,crude
1027.7426720731216,940.9505831870237,905.6969691900266,497.7640003053656,6339.946845203041,459.57153958877825,498.36633112601015,912.2483214563894,2623.253704848237,1081.69311729344,crude
1027.6682344025235,940.8862843085768,905.5948321407317,497.62435631709184,6339.937144798835,459.50299237328153,498.2449196931164,912.1074498106021,2623.166216616858,1081.3847603882718,crude
1024.682389816474,937.9354988484016,901.7028335322009,495.3382682571578,6338.51441585487,457.0393856113497,495.61678744772155,908.5042652624147,2618.8778131100353,1071.4564853506652,crude
1026.5851158087185,939.4455811807302,904.9779002826533,497.0844998589274,6340.268606297371,454.2642402831198,497.6956901561435,911.3391245853543,2621.6067592222903,1075.9749067705993,crude
1026.787222359141,940.2675151253499,905.1806449543649,497.6323944439309,6340.474982207564,453.0728418256826,498.0783070963842,911.8420915926179,2622.8997312135284,1079.3771352034469,crude
1027.4711674786793,940.9346417259809,905.5081446348232,497.6374182072727,6339.899999211344,459.5476036277417,498.2940898706305,912.1167688404813,2623.0829190096147,1081.6006656802685,crude
1027.321760696229,940.8203866838771,905.4689392795316,496.7917068550964,6338.825364371541,459.7771199179011,497.07343521858013,911.2014047399181,2622.7784885498813,1081.8396369148247,crude
1018.5612401814631,932.0139483934777,898.7274336527177,491.32779282267353,6335.005761639053,448.94765841910794,491.91970889566926,903.8777572216278,2614.511426634047,1056.1676003362345,crude
1022.5160145445155,936.3204579629776,901.0677000092724,492.58197287355125,6337.712994448391,456.0877108627243,493.07098880384353,906.2609999332421,2618.868839785605,1071.1181073999262,crude
1027.0092502017692,940.5641923866759,905.3087870997387,497.48768828987113,6340.423881729044,454.7207934546209,497.98795166148346,911.7466753435408,2622.9740753579704,1079.5883474732395,crude
1026.7278120319913,940.2919759308808,904.0619447803342,497.1478653278117,6339.536654993013,458.9956426808429,497.7509417369293,911.4866976538933,2620.8595918133424,1080.430932544973,crude
1026.566120617664,939.9867020335979,904.6568410176313,497.10159927322707,6340.35070007961,458.1211630125812,497.71477775931066,911.3473541959728,2622.2740131420287,1077.464152535944,crude
1025.0195120094056,937.4305307594798,903.1306660721914,495.29486167332686,6338.7542940233925,457.6658169450718,495.7146356524084,909.2727863518186,2621.2310085148924,1078.5555154928281,crude
1026.317202428177,939.5967220036476,904.721504110519,497.0764528721915,6340.133910257732,457.8842648530303,497.701717899386,911.2381686474728,2621.562511175349,1079.016218599146,crude
1027.5704355420119,941.2172969086363,905.6141562497795,497.73989191142795,6340.582149929137,459.8630230840484,498.38639628304463,912.2483214563894,2623.509100422562,1082.3317421197626,crude
1026.96689333201,939.9734038790672,905.2154439690034,497.35600931324836,6340.459447074793,453.4578260433929,497.8523877616738,911.5662345655415,2623.041364523251,1078.817871561275,crude
1024.4959736377689,937.7542321951952,902.7236564973801,494.637240813912,6338.78182303193,454.5844256021097,495.37662439804325,908.6220336311463,2619.9841602574625,1071.0233424160278,crude
1026.4263246819032,938.7140139573927,904.7546628782854,495.60367230277865,6339.047089271384,458.45174228047165,495.974797746821,909.5982629710767,2622.0369943995834,1076.9215384604395,crude
1022.315998114086,935.0973211382867,902.0243899141531,496.63266102824934,6340.050551848936,451.7488240161783,497.3369079406836,910.1098834756164,2620.590963885818,1077.2785155195475,crude
1027.558270853775,941.1880789725293,905.5992491162965,497.67660182090134,6340.583490499908,458.45065165184354,498.3332218506007,912.1655551488446,2623.480322015014,1081.6935795316529,crude
1027.4565684251572,941.1206086363214,905.4860573194929,497.56306132991824,6340.188956174729,459.53454712349975,498.2399020552248,912.077299355707,2623.384074053969,1081.3778248142505,crude
1025.051218232533,937.6998453663091,903.431237007001,495.9153153513208,6338.7019964658375,456.2510273961035,496.66890379809365,909.8098702476249,2620.1005705888465,1076.768777407666,crude
1022.442663429104,933.9539603213855,900.3160556160265,491.6716383929421,6334.518292656514,453.86341557785863,491.81195593437945,904.6750797938452,2616.011085603423,1063.3042838247197,crude
1026.8592892894333,940.0590406990403,905.0292812942573,496.8198868805475,6339.867900832004,457.93121754254753,497.3469613861132,911.0576271564823,2622.6480892411014,1077.6543972907084,crude
1023.6605882810962,936.8649849364635,900.6614236215515,494.8484616526558,6334.815230138918,456.0745553086688,495.2524608722303,908.6897160197203,2616.5981732012274,1075.3250671308654,crude
1021.6569874473527,935.6783635416606,901.2452496407401,493.71753057796116,6338.651907148712,456.7822238222499,494.69485544121034,907.2017416209032,2619.136880729986,1072.1529741599377,crude
1023.5897615744308,935.457642012721,901.8680613038695,495.13836450026776,6338.866539058856,454.52502681370584,496.04233690280915,908.6594521601588,2616.9499422037097,1070.6395285062101,crude
1026.3629962152766,938.9355675444402,904.3765808555637,495.3978199386832,6337.159616105626,457.4997267758747,495.4139683133692,909.3970529972042,2619.786632533268,1076.0613365417419,crude
1026.5875510642043,940.1228643108304,903.9115000927911,496.74339452075253,6339.531607303492,457.7499317312893,497.3047355495421,911.0115257229186,2621.7133710609937,1079.1232552401045,crude
1026.245584643364,939.389695493835,904.2886707241222,496.98692135709166,6340.297232780179,445.0719043031137,497.3972255652418,910.8688160212754,2622.3556204298457,1074.4072784563589,crude
1022.6861688709787,936.1388785858645,900.9012154503955,489.8356867358686,6331.8592846019565,455.32406042290364,488.81591627114597,903.1317733310018,2615.6180913887256,1067.9943820076958,crude
1025.6787996249118,937.485999895465,903.9518792502176,491.382742879723,6338.52222525093,454.8010554077464,490.12141352934174,903.6476083075747,2619.9847327799453,1075.6486415182237,crude
1027.0365134697013,940.3058013221018,905.0988896247746,497.2625061272969,6339.064205385524,458.76900505592135,497.8533920744138,911.6051776948176,2621.857547617719,1078.5680321611615,crude
1026.6119033013401,939.2608796282319,904.609307933541,496.4010475411993,6337.455246390305,458.4593766082225,496.60648404949364,910.5811331232379,2619.948663619194,1078.345491945879,crude
1026.7638482143789,939.9164856517839,905.0149170041343,497.57009556443404,6340.5005322923835,452.4477870428808,498.2850589772886,911.8837645226502,2623.0514672800455,1079.1519818820702,crude
1026.7638482143789,939.488690724907,904.9729277718754,496.16126410674184,6338.608916789235,458.1888257039885,496.5460703701118,910.4361592116165,2621.097289304615,1078.709877585257,crude
1026.733168841837,939.8659478883145,904.7159775310703,496.76251871492883,6340.048107073006,458.33612120364245,497.36606237257485,911.073542585888,2621.889395073713,1078.4906119201964,crude
1027.720779200265,941.133890580931,905.7030418409778,497.7308509626463,6340.54800470748,457.1268970428233,498.34325519665657,912.203924569501,2623.5272058814257,1080.6548940341686,crude
1026.982473073421,940.1021221122735,905.2817241058167,497.5811491606168,6340.412447151999,452.6013698609407,498.1857083457935,911.8832162069878,2622.986465843848,1078.6955084730816,crude
1027.012171300808,939.9537222650911,904.9596676095571,496.84403991594786,6339.702122339819,458.3459392205848,497.4394435506698,911.1805529092464,2621.5337113987302,1079.059312549593,crude
1026.7638482143789,939.6770721902285,904.2643418823944,497.0915408654627,6338.946521307779,458.5924116249635,497.7589778195869,911.3758829374409,2620.5421194859664,1077.8557417391253,crude
1027.1475064468589,940.6662532481964,905.4170309862743,497.4736173909125,6340.389972233569,457.1487722831595,498.0361432667312,911.8925375284085,2622.962637934441,1080.8066432068226,crude
1027.0564736176877,940.3329197683126,905.1878258129635,497.2494343888186,6339.029736481759,458.49100318326856,497.93875125360546,911.6616696998948,2621.950419058301,1077.6854828752219,crude
1027.135336749739,940.309523508084,905.3468948419716,497.52487375004677,6340.478057686187,451.5263004521442,498.03915508722804,911.7527077009423,2623.0367896771863,1076.555618628225,crude
1026.7891701805195,939.8239196785747,904.7762154256709,496.8218996783455,6338.494379582584,458.0971512681562,497.5399481448701,911.1465304768493,2620.4802994870997,1076.8207836032884,crude
1025.6217626396194,938.3458850551858,903.7831598342602,495.1969305236049,6337.8571299769765,456.4394812020538,495.6329286881573,909.1743507160769,2621.021365803797,1073.2320345572994,crude
1027.2930448513705,940.509436422623,905.4131653560158,497.5168338860505,6340.462916853942,453.4225402425424,498.07128003931325,911.8623799675037,2623.237312939872,1078.1669629514715,crude
1027.5037712826168,941.1466410714114,905.5120098596153,497.5861734413447,6340.187930968608,459.7901695338864,498.26699669956065,912.0986788719738,2623.4071357682933,1081.8756860194244,crude
1026.3405867449655,939.4977381558723,904.4362885245151,497.4786427576565,6340.4313733373065,443.610189242763,497.9588336398904,911.2853559670539,2622.345514992256,1074.307218629755,crude
1026.2197620393013,937.6993121464898,904.5778020712204,495.24034569085745,6337.59386518259,457.4844259644256,495.3756150639634,909.0341027706277,2620.9086210701817,1074.822776089156,crude
1027.288177679467,940.4339423904265,905.2894564723484,496.7907003960521,6339.518909191769,459.11218672564115,497.3700835394103,911.2414608653405,2622.2009839064585,1080.576697879424,crude
1026.505236226294,939.5307339305085,904.6850280622533,496.58332634110866,6339.618127300729,457.5434405605658,497.2715555911076,910.8397224539563,2621.904269800864,1076.4580809302329,crude
1025.2628931157121,938.0442420269952,902.4666198813118,494.8898867424955,6337.561912912567,456.8993324573806,495.1888528632283,908.8168132247554,2619.437535044499,1075.775534207764,crude
1026.797935330998,940.6247923587811,905.119881562658,497.49572862487975,6340.514569023559,456.6628953615566,498.13652747013043,911.9364012912304,2623.278292518733,1079.7041261382676,crude
1026.9776044296195,940.0797838481583,905.0629812339029,497.2232898809146,6338.832069080234,458.6654554247573,497.87247363155154,911.5717196139863,2621.7890838128073,1078.051019200854,crude
1027.6682344025235,940.8862843085768,905.5948321407317,497.62435631709184,6339.937144798835,459.50299237328153,498.2449196931164,912.1074498106021,2623.166216616858,1081.3847603882718,crude
1026.503774956527,939.9749996675444,904.158172003107,496.2015719443057,6339.654170378697,458.8431104419026,496.92252917331086,910.7008290322349,2621.423849742731,1079.8763818141408,crude
1027.315920250436,940.5854559794128,905.2336714904059,497.3590252523824,6340.426247501031,458.45719538469456,497.6524891930111,911.5338721078882,2623.214249732568,1079.1112083562102,crude
1027.558270853775,941.1880789725293,905.5992491162965,497.67660182090134,6340.583490499908,458.45065165184354,498.3332218506007,912.1655551488446,2623.480322015014,1081.6935795316529,crude
1027.7091028107127,940.9383614243815,905.6699177956614,497.7609868199797,6339.9467663380265,459.55521975057576,498.36131471052204,912.2444847736817,2623.240172001031,1081.6723163694262,crude
1027.2302565637365,940.6503069685355,905.4733568692124,497.6906669810074,6340.508260384178,452.20902246638116,498.2368914482347,912.0021929798195,2623.309169732001,1077.8659471381402,crude
1024.7843675622692,936.9717178229021,903.3775511932981,492.6124237166578,6333.7668097270525,455.5677776138255,491.964429608483,906.0667745812116,2619.2663094843947,1069.7177197747076,crude
1026.6333327921902,939.9452111692468,904.6667894866043,496.63668813328724,6340.3484919994735,458.4920937159113,497.3871731357776,910.9456624848707,2622.408625672208,1079.5864949136776,crude
1026.9863679718442,940.2850631590401,904.9679552337751,496.77057078695793,6339.616392180208,457.7728694450994,497.4565307642468,911.1437866769437,2621.2535169265866,1075.9237891226312,crude
1027.1752528171617,940.6306395179779,905.2640498771615,497.1207096872952,6339.689109096755,458.9139352863454,497.82627491927343,911.5837866043911,2622.2387381777426,1078.81601767864,crude
1026.4258375547645,939.1011660092857,904.568405373524,497.1961383599032,6339.775942413107,459.02832156632775,497.8815120086304,911.3319921960383,2620.1082038725044,1080.4337092112594,crude
1027.2789299893188,940.6024665075039,905.2524509770741,497.33891864602754,6339.711271028043,459.067533158249,497.93373053047935,911.736804127156,2621.9757817340724,1079.5179479749283,crude
1026.4657812124085,939.6557880415572,904.9574575636138,497.3932046178355,6340.407163581846,447.16775375690946,497.8594179083087,911.4109940087403,2622.394516467726,1075.775534207764,crude
1027.4774936707859,940.722594604807,905.616916803126,497.7408964511556,6340.4588950643,455.16480531781013,498.32118156867466,912.1293767881834,2623.384645834461,1079.6346604291657,crude
1024.7648510756017,937.2352959636123,903.1860273498478,495.72068748439375,6340.18438217691,451.8517455980446,496.3557192175789,909.6895074694443,2621.4995708563447,1074.165722782104,crude
1025.3526222719674,937.9269694384526,902.3524810183657,495.429106936603,6334.537157519877,456.24883561495255,496.56620907991714,909.4217943286823,2619.142416899089,1072.2532350149381,crude
1027.0223950820157,940.0393608780432,905.2077109702502,496.79673911973293,6340.2728647906,457.8056356140671,497.40225170378955,910.9692640259605,2622.6707761364178,1077.526797810616,crude
1026.792578859041,940.0797838481583,905.3093393973135,497.2474233216297,6340.456923597857,456.4340039918148,497.669569091782,911.2743823898486,2622.649423769788,1078.0315394273027,crude
1026.850037736767,939.9638290913114,904.9558000256145,496.9275601131416,6338.669418734503,458.34048479269205,497.63942769840895,911.2754797535156,2621.308070410649,1077.313324896708,crude
1026.0321632385605,938.0815529579504,904.0165927680753,496.2378461987759,6338.63384334511,457.40900734463025,497.1056225793468,910.5394005752854,2620.3959624453705,1076.1844637421598,crude
1026.3254844346407,939.0404677115891,904.6457870349035,497.0955642529915,6340.155439734896,451.0133035731873,497.6806204786359,911.065310501942,2621.2105981778723,1077.7638887993974,crude
1026.7852745340674,940.3462128386544,903.7698822156003,497.02112631154824,6340.434921990762,458.7668253045331,497.73486918237904,911.4011191566532,2622.459723236946,1079.9662031748956,crude
1026.2348659054612,939.3258220660177,904.5286065128067,493.5544549489955,6335.430924570167,458.5924116249635,492.97870136548494,907.6706451130829,2619.882630958876,1077.0826337844278,crude
1026.529590416175,938.9355675444402,904.6242313800797,494.3794089563197,6338.33716364158,456.89823812310766,494.3794089563197,908.1514190926533,2621.375211601727,1075.2543885053435,crude
1023.6263966897297,934.2001926782075,902.9047568819205,496.75044036216013,6339.019798044489,456.5303932927139,497.18507620402283,910.0181316874955,2618.462144083813,1074.832079908299,crude
1026.9800387544053,940.2100829070065,905.2800671615387,497.51381890355566,6340.469462113984,456.3233502682062,498.1164522478654,911.8366081705648,2623.351863551666,1080.292090131183,crude
1027.2799034343075,940.8171979720609,905.4302844504374,496.67293060926926,6338.802331671181,459.77494494589416,496.9144795636368,911.089457737274,2622.6191107364407,1082.009704207869,crude
1026.8962946666036,939.9973404217695,904.961877650103,496.8460526158983,6338.400034709075,458.37430119935823,497.5841637351414,911.2244509449908,2621.854496344143,1077.5179812884794,crude
1026.401968041761,939.1954003294522,904.2693182896344,496.2751253085329,6340.250941406026,457.74228557125895,496.7423879638217,910.2840216108377,2622.5026215430175,1078.6816026984052,crude
1027.7329419649834,940.8613075262475,905.6837196284363,497.7539552831298,6339.941640109947,459.5650117230423,498.3562982445391,912.2329746287403,2623.209865794195,1081.5683057486476,crude
1027.7971589764197,941.1067952150808,905.7610060054474,497.8162311536256,6340.237377259625,459.6346375111432,498.42050519616464,912.3283400180003,2623.575804126879,1081.7957293315592,crude
1027.3324680939468,940.40576348723,905.0867361750475,497.50376882994567,6339.386484510942,458.5815085674519,498.11042952341404,911.8980206141474,2622.160368856184,1078.3770212685358,crude
1027.7091028107127,940.9383614243815,905.6699177956614,497.7609868199797,6339.9467663380265,459.55521975057576,498.36131471052204,912.2444847736817,2623.240172001031,1081.6723163694262,crude
1026.370790698956,940.1542426644684,903.6763801273108,496.98390315985085,6339.237178083811,457.34669562597696,497.51884386422995,911.2809665520289,2620.114119652043,1077.4293480316935,crude
1027.0652364869527,939.9553180869823,905.3214898587131,496.82693163716476,6338.700339975065,455.7828430294409,497.1488710637891,911.074640191461,2622.137296176537,1079.050508549067,crude
1026.8446815365992,940.0356376223191,904.6491032439042,496.8822798208847,6339.327330245694,458.5226275768732,497.3891836379235,911.24859396325,2621.453604395851,1079.6689307375664,crude
1027.1694115383305,940.5423967052203,905.4948923102769,497.7680182575011,6340.446041092062,448.8518686604747,498.32619838816424,911.9687494645856,2623.045558125135,1074.8562694611778,crude
1026.909927890465,940.0622319825427,905.0204417580853,497.1277501809771,6338.631476904143,458.396116912,497.81924430459696,911.4910860781908,2621.1148391476477,1077.407536635975,crude
1022.5473094189823,936.0769199163069,901.3439964852487,493.33051800998487,6337.636941321268,455.4009222652058,493.66081473011405,906.9470767360133,2618.9112241540374,1068.6617799846686,crude
1027.553404938157,941.1965788293113,905.5992491162965,497.7228144258609,6340.585383069926,458.8409310425564,498.37134749100494,912.2324265229778,2623.494806550987,1081.8137547655788,crude
1026.5519957605654,939.3774534232765,904.9966850768018,497.19714399823334,6340.233276465465,453.5813047293726,497.67961581724444,911.2634086804978,2622.755421307904,1078.8419717456306,crude
1026.2280448321417,939.1394997549619,904.8513690104028,497.5218588162735,6340.364579422859,449.1603277227409,498.1545944784611,911.5656860588819,2621.8277975488777,1077.351845963054,crude
1026.5938827014313,938.2217221957718,904.3035994620391,496.0010080634917,6338.773067400347,458.257569495584,496.85309700151817,910.2104152337524,2620.8857281461164,1078.4053041412583,crude
1027.4429424547136,941.0876686047905,905.5147707243653,497.3037301287816,6339.976182920564,459.8369276167368,497.78408974172726,911.7878042614959,2623.11608587954,1082.3576118825054,crude
1023.9399396448993,937.6001279863394,900.913425363392,495.6198139703456,6339.818451659322,454.77906724034693,496.58332634110866,909.5729767313891,2620.327078820505,1071.3580167245682,crude
1027.1854749751867,940.6311710761025,905.2623929005335,497.50376882994567,6339.311082444211,459.0849594573972,498.0501982732263,911.8760880733741,2621.98035843139,1079.7967401321416,crude
1027.7426720731216,940.9505831870237,905.6969691900266,497.7640003053656,6339.946845203041,459.57153958877825,498.36633112601015,912.2483214563894,2623.253704848237,1081.69311729344,crude
1026.850037736767,940.181897294348,905.1292725351445,497.01408430747716,6340.30929844909,458.75483648676664,497.7760540644759,911.4433608294045,2622.9285159912383,1081.4591994153086,crude
1027.032131921879,940.4435123918927,905.1149098318954,497.1508825296401,6339.666552745499,458.90303986790065,497.78208083457565,911.5256441812265,2621.8687991583406,1079.335906935371,crude
1027.129008450253,940.614161067119,905.1839592038737,497.3429400323282,6339.746603768955,459.1132757827854,497.9357388258047,911.7236423390588,2622.235496670732,1079.4707036321088,crude
1026.4760104357042,939.2358596220653,904.9745852785038,495.51084750992084,6337.188966726493,457.19142599134557,495.381671037595,909.5158052502442,2620.685024950538,1077.6307345282985,crude
1024.1069280109377,937.6203922697074,902.9878183010001,494.82016935448377,6337.687906484509,457.1301783956076,495.16966789172375,908.6412933605868,2619.6530304603316,1074.4086745740653,crude
1026.831047446463,939.0585711232287,904.987292728467,495.81044765111596,6338.37968253717,456.3123929940979,496.13506225623684,909.9362615040682,2621.4745850379704,1078.1433114386973,crude
1026.9147968551238,940.0515943287369,904.7961096291252,496.6185659034507,6339.078876303717,459.115453889324,497.28261582323586,911.0093303583668,2621.0320486403825,1080.552173659375,crude
1025.898630469892,938.10180684188,904.3406437841882,493.01318440788174,6336.442140507558,456.1392331295347,491.92275816432806,905.8807868588449,2620.762675253141,1074.304891546157,crude
1027.2395046920656,940.5955560175692,905.3800307053386,497.48065289014005,6340.457239032529,458.8638142194261,498.1716571624684,911.8656699317065,2623.1744128059804,1081.6505905328208,crude
1027.315433545121,940.0468073452513,905.2342238338098,497.1770308451508,6339.064915269444,458.45828599775575,497.812213590627,911.5399058735717,2621.480879197863,1077.4163540618827,crude
1021.0901037616612,931.6394152245814,900.0161109669093,491.4966937833865,6334.274386226097,452.40247567846046,491.6065499970479,904.2317180900037,2614.9630972539553,1062.1600632673026,crude
1026.607519941287,939.4445167225151,904.7800837772679,495.65613080037656,6338.360040262781,456.2148616605996,495.9163235869535,909.876365227716,2621.7597143903176,1076.2118750506334,crude
1026.7068715071503,940.0042553095172,905.1226436235037,496.6376949044444,6340.453611532853,451.55066160952526,496.9376218400052,910.5674055225127,2623.0840627017656,1078.4127224768818,crude
1026.9834467994117,940.4020416821733,905.2287003846045,497.29568668951873,6340.431846491215,449.17479893689494,497.87649070828803,911.4115426084969,2623.0272587222576,1076.4961681306627,crude
1026.8962946666036,939.6802647709486,905.3209375685509,496.4352928630276,6340.446119950867,454.4018045738815,496.8561159933528,910.3471865173199,2622.7720068660183,1076.2653018656692,crude
1027.4156899716882,940.9261395029899,905.4562385891435,497.6575127535,6339.90725484214,459.7347061077725,498.3121511663146,912.131021290253,2623.1076988945765,1082.1450919354577,crude
1027.4774936707859,940.722594604807,905.616916803126,497.7408964511556,6340.4588950643,455.16480531781013,498.32118156867466,912.1293767881834,2623.384645834461,1079.6346604291657,crude
1027.1168385339615,940.4498923387679,905.085078873804,497.72381900005547,6340.493987064415,454.16516819324664,498.31014438801066,912.1014197993554,2623.085206393418,1079.025486260635,crude
1025.7728793451306,938.807221957735,904.2422241855331,496.7152101556786,6339.710482348543,455.362492965769,497.4253712869901,910.5943114252361,2620.5474618865424,1073.215262657031,crude
1027.2370709821564,940.2547527133272,905.1044138661572,497.0352100203767,6339.671205985371,458.673086195386,497.5901928294005,911.341867797151,2621.7946143815307,1078.154441626987,crude
1026.2524056001039,939.5919327027026,904.6800539417236,497.2866376648381,6340.34707251898,458.409205841244,497.78107637795955,911.4790178605319,2622.6149164526614,1080.656744762184,crude
1027.2487527371352,940.1505198637078,905.2524509770741,496.8520906668301,6339.534762109914,459.10238509508963,497.26652813154436,911.2035996417046,2621.8693712692857,1080.8279233994651,crude
1027.2487527371352,940.2919759308808,905.4081952357179,497.5741150823664,6340.486180096917,454.39080096322374,498.15258706544927,911.9287252850411,2623.1582110120617,1079.1454952878225,crude
1018.6275079733514,930.7443257952208,896.2901315980222,491.48550334674167,6332.855990783305,454.8263404861244,492.26009385283305,903.5164636020752,2608.777299809242,1067.7654236769422,crude
1024.8941408750466,938.6431696869689,902.8687612272339,495.3988292275225,6337.465976240031,456.21157372429735,495.35038104355993,909.211746514529,2619.8658362595593,1071.41915233955,crude
1021.1762825291233,936.6344003932378,899.9449983193417,496.28520026291335,6338.915995657301,457.14986601769886,497.1488710637891,910.1928367109906,2620.0515262108875,1076.8862521176504,crude
1023.7030819529655,936.3989534381166,902.6073343375845,492.76566438825665,6334.592725661217,453.61768043143996,492.5261414381982,906.1412693393895,2617.7832224995254,1069.3797267575255,crude
1025.4384428136093,938.277677449485,903.5651609042925,495.0575724095128,6339.061050344917,456.6409968454431,495.68336667675266,908.9037352767343,2620.5524226773255,1073.7332070863786,crude
1025.8264960508673,937.6262581647338,904.152641980324,495.66319209721433,6339.624988909044,456.4263357870578,496.46953582269276,909.5911169311187,2621.2243322539184,1073.264645835313,crude
1024.559905520414,938.5030633940413,899.6515992316137,495.72875647878243,6339.0147499434015,457.1301783956076,496.7927133121016,909.8697709013087,2620.153048964888,1079.6101148099715,crude
1024.8770657986254,939.5466992119125,902.8981116382955,496.83296992047536,6339.089051275428,456.64209179618996,497.53090356278375,910.8485055155988,2620.6747222805047,1073.5166510119907,crude
1027.7426720731216,940.9505831870237,905.6969691900266,497.7640003053656,6339.946845203041,459.57153958877825,498.36633112601015,912.2483214563894,2623.253704848237,1081.69311729344,crude
